title,phone,web_site,address,category,review_rating,country,city,link
"Điện Thoại Vui - Sửa điện thoại, laptop quận 2",+84 28 7101 0035,https://dienthoaivui.com.vn/,"35 Trần Não, Khu Phố 4, Thủ Đức, Thành phố Hồ Chí Minh 70000, Vietnam",Mobile phone repair shop,4.9,VN,Ho Chi Minh City,"https://www.google.com/maps/place/%C4%90i%E1%BB%87n+Tho%E1%BA%A1i+Vui+-+S%E1%BB%ADa+%C4%91i%E1%BB%87n+tho%E1%BA%A1i,+laptop+qu%E1%BA%ADn+2/data=!4m7!3m6!1s0x317527b5bf71cb8b:0xdf2a130eb859f5df!8m2!3d10.7961051!4d106.7313704!16s%2Fg%2F11sgkyq_h_!19sChIJi8txv7UndTER3_VZuA4TKt8?authuser=0&hl=en&rclk=1"
Trí Nhân Laptop,+84 988 661 875,http://www.trinhanlaptop.vn/,"89 Nguyễn Văn Tố, Phú Thọ Hoà, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",Computer repair service,4.7,VN,Ho Chi Minh City,https://www.google.com/maps/place/Tr%C3%AD+Nh%C3%A2n+Laptop/data=!4m7!3m6!1s0x31752eb15e11419d:0x2d84aa7cf668ce72!8m2!3d10.7884295!4d106.632593!16s%2Fg%2F11clwmjh8x!19sChIJnUERXrEudTERcs5o9nyqhC0?authuser=0&hl=en&rclk=1
Saigonso - Center for Cell Phone Repair,+84 909 186 168,http://saigonso.com/,"11 Nguyễn Phúc Nguyên, Phường 9, Quận 3, Thành phố Hồ Chí Minh, Vietnam",Mobile phone repair shop,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/Saigonso+-+Center+for+Cell+Phone+Repair/data=!4m7!3m6!1s0x31752f2610ef5647:0x78b2a6f3e47e4dd!8m2!3d10.778469!4d106.681157!16s%2Fg%2F11ddx799c0!19sChIJR1bvECYvdTER3eRHPm8qiwc?authuser=0&hl=en&rclk=1
Trung Tâm Vi Tính Tin Học Trường Thịnh - Trường Thịnh Group,+84 938 169 138,https://diachisualaptop.com.vn/,"362 3 Tháng 2, Phường 12, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",Electronics store,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/Trung+T%C3%A2m+Vi+T%C3%ADnh+Tin+H%E1%BB%8Dc+Tr%C6%B0%E1%BB%9Dng+Th%E1%BB%8Bnh+-+Tr%C6%B0%E1%BB%9Dng+Th%E1%BB%8Bnh+Group/data=!4m7!3m6!1s0x31752f1b66d3c90f:0x867081325a87cc65!8m2!3d10.7694695!4d106.6700833!16s%2Fg%2F11j3pgxs5h!19sChIJD8nTZhsvdTERZcyHWjKBcIY?authuser=0&hl=en&rclk=1
Sửa chữa Laptop Macbook Uy Tín Lấy Liền - MrLaptop Quận 3,+84 968 450 450,https://mrlaptop.vn/,"514 Cách Mạng Tháng Tám, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Vietnam",Computer repair service,4.7,VN,Ho Chi Minh City,https://www.google.com/maps/place/S%E1%BB%ADa+ch%E1%BB%AFa+Laptop+Macbook+Uy+T%C3%ADn+L%E1%BA%A5y+Li%E1%BB%81n+-+MrLaptop+Qu%E1%BA%ADn+3/data=!4m7!3m6!1s0x31752f6cba15ef1f:0x11629ff82e111ea2!8m2!3d10.785287!4d106.667907!16s%2Fg%2F11s4h19ldd!19sChIJH-8VumwvdTERoh4RLvifYhE?authuser=0&hl=en&rclk=1
Suachualaptop24h.com,+84 901 296 000,https://suachualaptop24h.com/,"153 3 Tháng 2, Phường 10, Quận 10, Thành phố Hồ Chí Minh, Vietnam",Computer repair service,4.8,VN,Ho Chi Minh City,https://www.google.com/maps/place/Suachualaptop24h.com/data=!4m7!3m6!1s0x31752ffd7d1c1b6b:0x99fa787123546fc3!8m2!3d10.7726334!4d106.676071!16s%2Fg%2F11vby_3ccf!19sChIJaxscff0vdTERw29UI3F4-pk?authuser=0&hl=en&rclk=1
"Sửa chữa laptop, máy tính - Cửa hàng ITFIX",+84 966 489 633,http://itfix.vn/,"245 Đ. Hoàng Diệu 2, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh 70000, Vietnam",Computer accessories store,4.7,VN,Ho Chi Minh City,"https://www.google.com/maps/place/S%E1%BB%ADa+ch%E1%BB%AFa+laptop,+m%C3%A1y+t%C3%ADnh+-+C%E1%BB%ADa+h%C3%A0ng+ITFIX/data=!4m7!3m6!1s0x3175271cd945bb39:0xa857c04fa568f9bf!8m2!3d10.8544953!4d106.7727743!16s%2Fg%2F11qnjgc1s0!19sChIJObtF2RwndTERv_lopU_AV6g?authuser=0&hl=en&rclk=1"
HAI ANH CENTER,+84 979 598 598,http://haianhcenter.com/,"1323 Đ. Phan Văn Trị, Phường 10, Gò Vấp, Thành phố Hồ Chí Minh 700000, Vietnam",Computer store,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/HAI+ANH+CENTER/data=!4m7!3m6!1s0x317529670ce2cb43:0xbf4156845cd0d4db!8m2!3d10.8338608!4d106.6689597!16s%2Fg%2F11rr8k19_q!19sChIJQ8viDGcpdTER29TQXIRWQb8?authuser=0&hl=en&rclk=1
"Điện Thoại Vui Hoàng Văn Thụ - Sửa điện thoại, laptop Quận Tân Bình",+84 28 7108 8808,https://dienthoaivui.com.vn/,"250 Đ. Hoàng Văn Thụ, Phường 4, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",Mobile phone repair shop,4.9,VN,Ho Chi Minh City,"https://www.google.com/maps/place/%C4%90i%E1%BB%87n+Tho%E1%BA%A1i+Vui+Ho%C3%A0ng+V%C4%83n+Th%E1%BB%A5+-+S%E1%BB%ADa+%C4%91i%E1%BB%87n+tho%E1%BA%A1i,+laptop+Qu%E1%BA%ADn+T%C3%A2n+B%C3%ACnh/data=!4m7!3m6!1s0x317529fea381fa25:0x15111ea881e2d00!8m2!3d10.7993126!4d106.6596184!16s%2Fg%2F11k5qv1f7m!19sChIJJfqBo_4pdTERAC0eiOoRUQE?authuser=0&hl=en&rclk=1"
"Điện Thoại Vui Trần Quang Khải - Sửa điện thoại, laptop Quận 1",+84 28 7109 9955,https://dienthoaivui.com.vn/,"81A Trần Quang Khải, Phường Tân Định, Quận 1, Thành phố Hồ Chí Minh 700000, Vietnam",Mobile phone repair shop,4.9,VN,Ho Chi Minh City,"https://www.google.com/maps/place/%C4%90i%E1%BB%87n+Tho%E1%BA%A1i+Vui+Tr%E1%BA%A7n+Quang+Kh%E1%BA%A3i+-+S%E1%BB%ADa+%C4%91i%E1%BB%87n+tho%E1%BA%A1i,+laptop+Qu%E1%BA%ADn+1/data=!4m7!3m6!1s0x317528cc87a620f9:0xbfeb549f1d2d9d56!8m2!3d10.79212!4d106.6935051!16s%2Fg%2F11fy_qj5dc!19sChIJ-SCmh8wodTERVp0tHZ9U678?authuser=0&hl=en&rclk=1"
Center FASTCARE Binh Thanh,+84 1800 2057,https://fastcare.vn/,"303 Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam",Mobile phone repair shop,4.7,VN,Ho Chi Minh City,https://www.google.com/maps/place/Center+FASTCARE+Binh+Thanh/data=!4m7!3m6!1s0x317528bb310d6709:0x3944f69b37851050!8m2!3d10.803099!4d106.7112495!16s%2Fg%2F11c2jym8s5!19sChIJCWcNMbsodTERUBCFN5v2RDk?authuser=0&hl=en&rclk=1
Sửa Laptop Nhất Nghệ Tinh,+84 908 426 282,http://www.sualaptopnhatnghetinh.com/,"A01-16, Dreamhome Residence, 21 Đ. 59, p.14, Gò Vấp, Thành phố Hồ Chí Minh, Vietnam",Computer repair service,5,VN,Ho Chi Minh City,https://www.google.com/maps/place/S%E1%BB%ADa+Laptop+Nh%E1%BA%A5t+Ngh%E1%BB%87+Tinh/data=!4m7!3m6!1s0x31752920520752bb:0x3e1f67bac082c14a!8m2!3d10.8555568!4d106.6531866!16s%2Fg%2F11hz76wgwl!19sChIJu1IHUiApdTERSsGCwLpnHz4?authuser=0&hl=en&rclk=1
Minh Tuấn Computer 24h,+84 869 214 911,http://minhtuan24h.com/,"56 Đường Số 81, Tân Quy, Quận 7, Thành phố Hồ Chí Minh 72900, Vietnam",Computer repair service,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/Minh+Tu%E1%BA%A5n+Computer+24h/data=!4m7!3m6!1s0x31752fc7f47f5e85:0x911e4fa888535ece!8m2!3d10.740379!4d106.705308!16s%2Fg%2F11v0x7nznv!19sChIJhV5_9McvdTERzl5TiKhPHpE?authuser=0&hl=en&rclk=1
"Trung B&B Computer - Sửa chữa Laptop, PC, lắp camera, đổ mực máy in",+84 983 006 562,https://trungbbcomputer.com/,"10B Đường Lê Lợi, Hiệp Phú, Thủ Đức, Thành phố Hồ Chí Minh 70000, Vietnam",Computer repair service,5,VN,Ho Chi Minh City,"https://www.google.com/maps/place/Trung+B%26B+Computer+-+S%E1%BB%ADa+ch%E1%BB%AFa+Laptop,+PC,+l%E1%BA%AFp+camera,+%C4%91%E1%BB%95+m%E1%BB%B1c+m%C3%A1y+in/data=!4m7!3m6!1s0x317527003810eecf:0x8feac44a74192f4f!8m2!3d10.8465821!4d106.7751615!16s%2Fg%2F11xgqzm8j6!19sChIJz-4QOAAndTERTy8ZdErE6o8?authuser=0&hl=en&rclk=1"
Sửa chữa Laptop 24h.com,+84 901 296 000,https://suachualaptop24h.com/,"133 D5, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 72308, Vietnam",Computer store,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/S%E1%BB%ADa+ch%E1%BB%AFa+Laptop+24h.com/data=!4m7!3m6!1s0x317529cf3a9f7d9d:0xcace2f493bcd8d47!8m2!3d10.8057616!4d106.7169642!16s%2Fg%2F11v_07xqt6!19sChIJnX2fOs8pdTERR43NO0kvzso?authuser=0&hl=en&rclk=1
Vi tính 3A - Sửa Laptop PC,+84 907 997 884,http://vitinh3a.com/,"186/38 Nguyễn Sơn, Phú Thọ Hoà, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",Computer repair service,5,VN,Ho Chi Minh City,https://www.google.com/maps/place/Vi+t%C3%ADnh+3A+-+S%E1%BB%ADa+Laptop+PC/data=!4m7!3m6!1s0x317529709ccf204d:0x19aaef1bc2a2fcbb!8m2!3d10.78316!4d106.628282!16s%2Fg%2F11jy9f_j1v!19sChIJTSDPnHApdTERu_yiwhvvqhk?authuser=0&hl=en&rclk=1
"Điện Thoại Vui - Sửa điện thoại, laptop Quận Tân Phú",+84 28 7100 0043,https://dienthoaivui.com.vn/,"43D Đ. Hòa Bình, Tân Thới Hoà, Tân Phú, Thành phố Hồ Chí Minh 700000, Vietnam",Mobile phone repair shop,4.9,VN,Ho Chi Minh City,"https://www.google.com/maps/place/%C4%90i%E1%BB%87n+Tho%E1%BA%A1i+Vui+-+S%E1%BB%ADa+%C4%91i%E1%BB%87n+tho%E1%BA%A1i,+laptop+Qu%E1%BA%ADn+T%C3%A2n+Ph%C3%BA/data=!4m7!3m6!1s0x31752fcaf6f27535:0x69d22d0ed5a49690!8m2!3d10.7692955!4d106.6352783!16s%2Fg%2F11mxcsl5jd!19sChIJNXXy9sovdTERkJak1Q4t0mk?authuser=0&hl=en&rclk=1"
"Bệnh Viện Điện Thoại, Laptop 24h",+84 1900 0213,https://chamsocdidong.com/,"260 3 Tháng 2, Phường 12, Quận 10, Thành phố Hồ Chí Minh 70000, Vietnam",Mobile phone repair shop,4.4,VN,Ho Chi Minh City,"https://www.google.com/maps/place/B%E1%BB%87nh+Vi%E1%BB%87n+%C4%90i%E1%BB%87n+Tho%E1%BA%A1i,+Laptop+24h/data=!4m7!3m6!1s0x31752eed3f2b40d1:0x7e95c7f173e11ad6!8m2!3d10.770801!4d106.6725204!16s%2Fg%2F12mjyh8p_!19sChIJ0UArP-0udTER1hrhc_HHlX4?authuser=0&hl=en&rclk=1"
Cửa Hàng Sửa Laptop Quận Bình Thạnh - Máy Tính Thiên Long,+84 703 033 929,https://congtythienlong.com/sua-may-tinh-quan-binh-thanh/,"744, số cũ/604 Xô Viết Nghệ Tĩnh, Phường 25, Bình Thạnh, Thành phố Hồ Chí Minh 700000, Vietnam",Computer repair service,5,VN,Ho Chi Minh City,https://www.google.com/maps/place/C%E1%BB%ADa+H%C3%A0ng+S%E1%BB%ADa+Laptop+Qu%E1%BA%ADn+B%C3%ACnh+Th%E1%BA%A1nh+-+M%C3%A1y+T%C3%ADnh+Thi%C3%AAn+Long/data=!4m7!3m6!1s0x317529ec9b98f725:0x57c50943155a40fb!8m2!3d10.8112043!4d106.7142782!16s%2Fg%2F11x6dhpx72!19sChIJJfeYm-wpdTER-0BaFUMJxVc?authuser=0&hl=en&rclk=1
Cửa hàng sửa laptop Quận Tân Phú Thiên Long,+84 932 743 732,https://congtythienlong.com/sua-may-tinh-quan-tan-phu/,"199 Đ. Hòa Bình, Hiệp Tân, Tân Phú, Thành phố Hồ Chí Minh 700000, Vietnam",Computer store,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/C%E1%BB%ADa+h%C3%A0ng+s%E1%BB%ADa+laptop+Qu%E1%BA%ADn+T%C3%A2n+Ph%C3%BA+Thi%C3%AAn+Long/data=!4m7!3m6!1s0x31752d006d82454d:0xee3dbb05f0f3ddc5!8m2!3d10.7715343!4d106.6275962!16s%2Fg%2F11w7l46ryt!19sChIJTUWCbQAtdTERxd3z8AW7Pe4?authuser=0&hl=en&rclk=1
HP Service Center,+84 1800 588868,https://www.baohanhhp.vn/vi/,"162 Hai Bà Trưng, Đa Kao, Quận 1, Thành phố Hồ Chí Minh, Vietnam",Machine maintenance service,4.4,VN,Ho Chi Minh City,https://www.google.com/maps/place/HP+Service+Center/data=!4m7!3m6!1s0x317528bad9e8c5ad:0x3b2c4efe86435263!8m2!3d10.785076!4d106.695739!16s%2Fg%2F11df38vv2r!19sChIJrcXo2boodTERY1JDhv5OLDs?authuser=0&hl=en&rclk=1
Máy Tính Khoá Vàng,+84 931 333 027,https://khoavang.vn/,"14a Nguyễn Đình Chiểu, Đa Kao, Quận 1, Thành phố Hồ Chí Minh 70000, Vietnam",Computer store,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/M%C3%A1y+T%C3%ADnh+Kho%C3%A1+V%C3%A0ng/data=!4m7!3m6!1s0x317529487b889ad5:0xd6124d130d0ed8ae!8m2!3d10.7912724!4d106.7019612!16s%2Fg%2F11td6mzb_8!19sChIJ1ZqIe0gpdTERrtgODRNNEtY?authuser=0&hl=en&rclk=1
Hoàng Hà PC Hồ Chí Minh,+84 968 123 666,https://hoanghapc.vn/,"K8bis Đ. Bửu Long, Phường 15, Quận 10, Thành phố Hồ Chí Minh 70000, Vietnam",Computer store,4.8,VN,Ho Chi Minh City,https://www.google.com/maps/place/Ho%C3%A0ng+H%C3%A0+PC+H%E1%BB%93+Ch%C3%AD+Minh/data=!4m7!3m6!1s0x31752f2967d5137f:0xe796f763bd2f650b!8m2!3d10.782638!4d106.662671!16s%2Fg%2F11ll5h0d94!19sChIJfxPVZykvdTERC2UvvWP3luc?authuser=0&hl=en&rclk=1
TekCore - Chuyên PC tản nước Đồ họa và Game,+84 28 2249 9777,,"96 Đ. Huỳnh Văn Một, Phú Thạnh, Tân Phú, Thành phố Hồ Chí Minh, Vietnam",Computer store,4.3,VN,Ho Chi Minh City,https://www.google.com/maps/place/TekCore+-+Chuy%C3%AAn+PC+t%E1%BA%A3n+n%C6%B0%E1%BB%9Bc+%C4%90%E1%BB%93+h%E1%BB%8Da+v%C3%A0+Game/data=!4m7!3m6!1s0x31752e91494e98ab:0x6997b44ab6cc2c55!8m2!3d10.775372!4d106.629803!16s%2Fg%2F11c5xdcvv3!19sChIJq5hOSZEudTERVSzMtkq0l2k?authuser=0&hl=en&rclk=1
Sài Gòn Computer Thủ Đức,+84 981 282 397,http://saigonpc.net/,"96A Đường Số 6, Phường Linh Trung, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",Computer store,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/S%C3%A0i+G%C3%B2n+Computer+Th%E1%BB%A7+%C4%90%E1%BB%A9c/data=!4m7!3m6!1s0x31752762c744cdb3:0xbabd11ba5035a573!8m2!3d10.8600496!4d106.7672699!16s%2Fg%2F11s0jgcf23!19sChIJs81Ex2IndTERc6U1ULoRvbo?authuser=0&hl=en&rclk=1
"Máy Tính Phụng Tiên - Lắp Ráp, Mua Bán, Sửa Chữa Máy Tính, Laptop",+84 908 632 612,https://phungtien.vn/,"913 Đ. Nguyễn Văn Quá, Đông Hưng Thuận, Quận 12, Thành phố Hồ Chí Minh, Vietnam",Computer store,4.8,VN,Ho Chi Minh City,"https://www.google.com/maps/place/M%C3%A1y+T%C3%ADnh+Ph%E1%BB%A5ng+Ti%C3%AAn+-+L%E1%BA%AFp+R%C3%A1p,+Mua+B%C3%A1n,+S%E1%BB%ADa+Ch%E1%BB%AFa+M%C3%A1y+T%C3%ADnh,+Laptop/data=!4m7!3m6!1s0x31752bfc2fb54d05:0x657e5c35105dc792!8m2!3d10.8524975!4d106.6378274!16s%2Fg%2F11fsxh05wl!19sChIJBU21L_wrdTERksddEDVcfmU?authuser=0&hl=en&rclk=1"
PHÁT TÀI COMPUTER (MUA BÁN SỬA CHỮA MÁY TÍNH HCM),+84 365 007 279,,"23/15 Mai Lão Bạng, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh 700000, Vietnam",Computer store,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/PH%C3%81T+T%C3%80I+COMPUTER+%28MUA+B%C3%81N+S%E1%BB%ACA+CH%E1%BB%AEA+M%C3%81Y+T%C3%8DNH+HCM%29/data=!4m7!3m6!1s0x31752786826507fd:0x86739670e5a68a1b!8m2!3d10.8056834!4d106.6439479!16s%2Fg%2F11l1f7259g!19sChIJ_QdlgoYndTERG4qm5XCWc4Y?authuser=0&hl=en&rclk=1
NPCshop.vn,+84 909 226 607,https://npcshop.vn/,"276 32/2, Phường 16, Gò Vấp, Thành phố Hồ Chí Minh 700000, Vietnam",Electronic parts supplier,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/NPCshop.vn/data=!4m7!3m6!1s0x3175294c31c2605b:0xb4453492562f16e7!8m2!3d10.8399694!4d106.6674395!16s%2Fg%2F11jcjc_384!19sChIJW2DCMUwpdTER5xYvVpI0RbQ?authuser=0&hl=en&rclk=1
PC79.VN,+84 868 792 992,https://pc79.vn/,"522 Đ. Phạm Văn Chiêu, Phường An Hội Đông, Gò Vấp, Thành phố Hồ Chí Minh 728100, Vietnam",Computer store,4.8,VN,Ho Chi Minh City,https://www.google.com/maps/place/PC79.VN/data=!4m7!3m6!1s0x3175299b330651e9:0xa03187f834c609a3!8m2!3d10.8515636!4d106.6583519!16s%2Fg%2F11v0698yj7!19sChIJ6VEGM5spdTERownGNPiHMaA?authuser=0&hl=en&rclk=1
Phương Phát PC | Máy tính - Laptop - Camera - Thiết bị văn phòng,+84 329 208 664,http://sintech.vn/,"457 Đ. Trần Xuân Soạn, Tân Kiểng, Quận 7, Thành phố Hồ Chí Minh 700000, Vietnam",Computer store,4.8,VN,Ho Chi Minh City,https://www.google.com/maps/place/Ph%C6%B0%C6%A1ng+Ph%C3%A1t+PC+%7C+M%C3%A1y+t%C3%ADnh+-+Laptop+-+Camera+-+Thi%E1%BA%BFt+b%E1%BB%8B+v%C4%83n+ph%C3%B2ng/data=!4m7!3m6!1s0x31752f50c2b99145:0x37fe3f4758ab4ad1!8m2!3d10.7516835!4d106.7077783!16s%2Fg%2F11r1dc3sfd!19sChIJRZG5wlAvdTER0UqrWEc__jc?authuser=0&hl=en&rclk=1
"Sintech | PC, Laptop, Màn hình, Linh kiện máy tính laptop",+84 911 713 000,https://sintech.vn/,"457 Đ. Trần Xuân Soạn, Tân Kiểng, Quận 7, Thành phố Hồ Chí Minh 70000, Vietnam",Computer store,4.7,VN,Ho Chi Minh City,"https://www.google.com/maps/place/Sintech+%7C+PC,+Laptop,+M%C3%A0n+h%C3%ACnh,+Linh+ki%E1%BB%87n+m%C3%A1y+t%C3%ADnh+laptop/data=!4m7!3m6!1s0x31752f722798743d:0x173a2eed3515f3bb!8m2!3d10.7517111!4d106.7077887!16s%2Fg%2F11y3zh373x!19sChIJPXSYJ3IvdTERu_MVNe0uOhc?authuser=0&hl=en&rclk=1"
An Phát Computer 84T/14 Trần Đình Xu,+84 918 858 797,https://www.anphatpc.com.vn/,"84T/14 Trần Đình Xu, P. Phú Thuận, Quận 1, Thành phố Hồ Chí Minh 71013, Vietnam",Computer store,4.7,VN,Ho Chi Minh City,https://www.google.com/maps/place/An+Ph%C3%A1t+Computer+84T%2F14+Tr%E1%BA%A7n+%C4%90%C3%ACnh+Xu/data=!4m7!3m6!1s0x31752fb56f2e3857:0xd83ababb584bbfcf!8m2!3d10.761605!4d106.690838!16s%2Fg%2F11t5l52whn!19sChIJVzgub7UvdTERz79LWLu6Otg?authuser=0&hl=en&rclk=1
Phong Vu Computer Store,+84 1800 6867,https://phongvu.vn/,"164 Đ. Lê Văn Việt, Tăng Nhơn Phú B, Thủ Đức, Thành phố Hồ Chí Minh 800000, Vietnam",Computer store,4.5,VN,Ho Chi Minh City,https://www.google.com/maps/place/Phong+Vu+Computer+Store/data=!4m7!3m6!1s0x317527cfe87dd611:0xb481499c31f934b7!8m2!3d10.8442195!4d106.7814187!16s%2Fg%2F11s8hllc1v!19sChIJEdZ96M8ndTERtzT5MZxJgbQ?authuser=0&hl=en&rclk=1
Laptop Xách Tay Shop,+84 903 344 188,https://laptopxachtayshop.com/,"617 3 Tháng 2, Phường 8, Quận 10, Thành phố Hồ Chí Minh 700000, Vietnam",Computer store,4.2,VN,Ho Chi Minh City,https://www.google.com/maps/place/Laptop+X%C3%A1ch+Tay+Shop/data=!4m7!3m6!1s0x31752f6ae3bc2741:0xbad8be1778311b62!8m2!3d10.7662346!4d106.6647237!16s%2Fg%2F11btrs2rnv!19sChIJQSe842ovdTERYhsxeBe-2Lo?authuser=0&hl=en&rclk=1
Khánh Thảo Computer,+84 28 3839 0019,http://khanhthao.vn/,"313 Võ Văn Tần, Phường 5, Quận 3, Thành phố Hồ Chí Minh 71053, Vietnam",Electronics store,4,VN,Ho Chi Minh City,https://www.google.com/maps/place/Kh%C3%A1nh+Th%E1%BA%A3o+Computer/data=!4m7!3m6!1s0x31752f2215aae7c1:0xc754b1f6c0588033!8m2!3d10.7716667!4d106.6858333!16s%2Fg%2F1tdff5fh!19sChIJweeqFSIvdTERM4BYwPaxVMc?authuser=0&hl=en&rclk=1
Nhất Tín Computer,+84 915 391 010,http://shoplinhkien.net/,"233/32 Đ. Đặng Thuỳ Trâm, Phường 13, Bình Thạnh, Thành phố Hồ Chí Minh, Vietnam",Computer store,4.1,VN,Ho Chi Minh City,https://www.google.com/maps/place/Nh%E1%BA%A5t+T%C3%ADn+Computer/data=!4m7!3m6!1s0x317528cf85ecaef9:0x1538959b444bbdb0!8m2!3d10.8318255!4d106.6989686!16s%2Fg%2F11b8v9qlm3!19sChIJ-a7shc8odTERsL1LRJuVOBU?authuser=0&hl=en&rclk=1
CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ HỢP THÀNH THỊNH,+84 932 153 163,http://hopthanhthinh.com/,"406/55 Cộng Hòa, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh, Vietnam",Computer wholesaler,4.8,VN,Ho Chi Minh City,https://www.google.com/maps/place/C%C3%94NG+TY+TNHH+TH%C6%AF%C6%A0NG+M%E1%BA%A0I+D%E1%BB%8ACH+V%E1%BB%A4+H%E1%BB%A2P+TH%C3%80NH+TH%E1%BB%8ANH/data=!4m7!3m6!1s0x31752f23ef04a651:0x349cb25b2db90d32!8m2!3d10.8035861!4d106.6436853!16s%2Fg%2F1hm4qh32p!19sChIJUaYE7yMvdTERMg25LVuynDQ?authuser=0&hl=en&rclk=1
HACOM QUẬN 3 HỒ CHÍ MINH,+84 28 7300 0322,http://www.hacom.vn/,"478 Cách Mạng Tháng Tám, Phường 11, Quận 3, Thành phố Hồ Chí Minh, Vietnam",Computer store,4.4,VN,Ho Chi Minh City,https://www.google.com/maps/place/HACOM+QU%E1%BA%ACN+3+H%E1%BB%92+CH%C3%8D+MINH/data=!4m7!3m6!1s0x31752ed17e3c9185:0x1e37f7c97db47fce!8m2!3d10.7847749!4d106.6688843!16s%2Fg%2F11j1hynsxx!19sChIJhZE8ftEudTERzn-0fcn3Nx4?authuser=0&hl=en&rclk=1
Máy tính PCM - HCM,+84 879 979 997,https://pcmarket.vn/,"83A Cửu Long, Phường 15, Quận 10, Thành phố Hồ Chí Minh 72519, Vietnam",Computer store,4.6,VN,Ho Chi Minh City,https://www.google.com/maps/place/M%C3%A1y+t%C3%ADnh+PCM+-+HCM/data=!4m7!3m6!1s0x31752fa3352b34eb:0xba0c81b725cc79d6!8m2!3d10.7825524!4d106.6616623!16s%2Fg%2F11vr5nm6gp!19sChIJ6zQrNaMvdTER1nnMJbeBDLo?authuser=0&hl=en&rclk=1
Khóa Vàng Computer,+84 931 333 024,https://khoavang.vn/,"338 Đ. Trường Chinh, Phường Tân Bình, Tân Bình, Thành phố Hồ Chí Minh 70000, Vietnam",Computer store,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/Kh%C3%B3a+V%C3%A0ng+Computer/data=!4m7!3m6!1s0x3175292211484f77:0xd4d6a75ed22b3e87!8m2!3d10.7991626!4d106.6423242!16s%2Fg%2F11rfcnvhrf!19sChIJd09IESIpdTERhz4r0l6n1tQ?authuser=0&hl=en&rclk=1
Hoàng Gia Computer,+84 375 111 112,https://maytinhhoanggia.vn/,"200 Nguyễn Hoàng, An Phú, Thủ Đức, Thành phố Hồ Chí Minh, Vietnam",Computer store,4.9,VN,Ho Chi Minh City,https://www.google.com/maps/place/Ho%C3%A0ng+Gia+Computer/data=!4m7!3m6!1s0x317527bfb3271117:0xc30bf1c5e5edb72!8m2!3d10.7930942!4d106.7455138!16s%2Fg%2F11sk0v_p8n!19sChIJFxEns78ndTERctteXhy_MAw?authuser=0&hl=en&rclk=1
